date_id,full_date,year,quarter,month,month_name,day,weekday,is_weekend
20240504,2024-05-04,2024,2,5,May,4,Saturday,1
20240505,2024-05-05,2024,2,5,May,5,Sunday,1
20240506,2024-05-06,2024,2,5,May,6,Monday,0
20240507,2024-05-07,2024,2,5,May,7,Tuesday,0
20240508,2024-05-08,2024,2,5,May,8,Wednesday,0
20240509,2024-05-09,2024,2,5,May,9,Thursday,0
20240510,2024-05-10,2024,2,5,May,10,Friday,0
20240511,2024-05-11,2024,2,5,May,11,Saturday,1
20240512,2024-05-12,2024,2,5,May,12,Sunday,1
20240513,2024-05-13,2024,2,5,May,13,Monday,0
20240514,2024-05-14,2024,2,5,May,14,Tuesday,0
20240515,2024-05-15,2024,2,5,May,15,Wednesday,0
20240516,2024-05-16,2024,2,5,May,16,Thursday,0
20240517,2024-05-17,2024,2,5,May,17,Friday,0
20240518,2024-05-18,2024,2,5,May,18,Saturday,1
20240519,2024-05-19,2024,2,5,May,19,Sunday,1
20240520,2024-05-20,2024,2,5,May,20,Monday,0
20240521,2024-05-21,2024,2,5,May,21,Tuesday,0
20240522,2024-05-22,2024,2,5,May,22,Wednesday,0
20240523,2024-05-23,2024,2,5,May,23,Thursday,0
20240524,2024-05-24,2024,2,5,May,24,Friday,0
20240525,2024-05-25,2024,2,5,May,25,Saturday,1
20240526,2024-05-26,2024,2,5,May,26,Sunday,1
20240527,2024-05-27,2024,2,5,May,27,Monday,0
20240528,2024-05-28,2024,2,5,May,28,Tuesday,0
20240529,2024-05-29,2024,2,5,May,29,Wednesday,0
20240530,2024-05-30,2024,2,5,May,30,Thursday,0
20240531,2024-05-31,2024,2,5,May,31,Friday,0
20240601,2024-06-01,2024,2,6,June,1,Saturday,1
20240602,2024-06-02,2024,2,6,June,2,Sunday,1
20240603,2024-06-03,2024,2,6,June,3,Monday,0
20240604,2024-06-04,2024,2,6,June,4,Tuesday,0
20240605,2024-06-05,2024,2,6,June,5,Wednesday,0
20240606,2024-06-06,2024,2,6,June,6,Thursday,0
20240607,2024-06-07,2024,2,6,June,7,Friday,0
20240608,2024-06-08,2024,2,6,June,8,Saturday,1
20240609,2024-06-09,2024,2,6,June,9,Sunday,1
20240610,2024-06-10,2024,2,6,June,10,Monday,0
20240611,2024-06-11,2024,2,6,June,11,Tuesday,0
20240612,2024-06-12,2024,2,6,June,12,Wednesday,0
20240613,2024-06-13,2024,2,6,June,13,Thursday,0
20240614,2024-06-14,2024,2,6,June,14,Friday,0
20240615,2024-06-15,2024,2,6,June,15,Saturday,1
20240616,2024-06-16,2024,2,6,June,16,Sunday,1
20240617,2024-06-17,2024,2,6,June,17,Monday,0
20240618,2024-06-18,2024,2,6,June,18,Tuesday,0
20240619,2024-06-19,2024,2,6,June,19,Wednesday,0
20240620,2024-06-20,2024,2,6,June,20,Thursday,0
20240621,2024-06-21,2024,2,6,June,21,Friday,0
20240622,2024-06-22,2024,2,6,June,22,Saturday,1
20240623,2024-06-23,2024,2,6,June,23,Sunday,1
20240624,2024-06-24,2024,2,6,June,24,Monday,0
20240625,2024-06-25,2024,2,6,June,25,Tuesday,0
20240626,2024-06-26,2024,2,6,June,26,Wednesday,0
20240627,2024-06-27,2024,2,6,June,27,Thursday,0
20240628,2024-06-28,2024,2,6,June,28,Friday,0
20240629,2024-06-29,2024,2,6,June,29,Saturday,1
20240630,2024-06-30,2024,2,6,June,30,Sunday,1
20240701,2024-07-01,2024,3,7,July,1,Monday,0
20240702,2024-07-02,2024,3,7,July,2,Tuesday,0
20240703,2024-07-03,2024,3,7,July,3,Wednesday,0
20240704,2024-07-04,2024,3,7,July,4,Thursday,0
20240705,2024-07-05,2024,3,7,July,5,Friday,0
20240706,2024-07-06,2024,3,7,July,6,Saturday,1
20240707,2024-07-07,2024,3,7,July,7,Sunday,1
20240708,2024-07-08,2024,3,7,July,8,Monday,0
20240709,2024-07-09,2024,3,7,July,9,Tuesday,0
20240710,2024-07-10,2024,3,7,July,10,Wednesday,0
20240711,2024-07-11,2024,3,7,July,11,Thursday,0
20240712,2024-07-12,2024,3,7,July,12,Friday,0
20240713,2024-07-13,2024,3,7,July,13,Saturday,1
20240714,2024-07-14,2024,3,7,July,14,Sunday,1
20240715,2024-07-15,2024,3,7,July,15,Monday,0
20240716,2024-07-16,2024,3,7,July,16,Tuesday,0
20240717,2024-07-17,2024,3,7,July,17,Wednesday,0
20240718,2024-07-18,2024,3,7,July,18,Thursday,0
20240719,2024-07-19,2024,3,7,July,19,Friday,0
20240720,2024-07-20,2024,3,7,July,20,Saturday,1
20240721,2024-07-21,2024,3,7,July,21,Sunday,1
20240722,2024-07-22,2024,3,7,July,22,Monday,0
20240723,2024-07-23,2024,3,7,July,23,Tuesday,0
20240724,2024-07-24,2024,3,7,July,24,Wednesday,0
20240725,2024-07-25,2024,3,7,July,25,Thursday,0
20240726,2024-07-26,2024,3,7,July,26,Friday,0
20240727,2024-07-27,2024,3,7,July,27,Saturday,1
20240728,2024-07-28,2024,3,7,July,28,Sunday,1
20240729,2024-07-29,2024,3,7,July,29,Monday,0
20240730,2024-07-30,2024,3,7,July,30,Tuesday,0
20240731,2024-07-31,2024,3,7,July,31,Wednesday,0
20240801,2024-08-01,2024,3,8,August,1,Thursday,0
20240802,2024-08-02,2024,3,8,August,2,Friday,0
20240803,2024-08-03,2024,3,8,August,3,Saturday,1
20240804,2024-08-04,2024,3,8,August,4,Sunday,1
20240805,2024-08-05,2024,3,8,August,5,Monday,0
20240806,2024-08-06,2024,3,8,August,6,Tuesday,0
20240807,2024-08-07,2024,3,8,August,7,Wednesday,0
20240808,2024-08-08,2024,3,8,August,8,Thursday,0
20240809,2024-08-09,2024,3,8,August,9,Friday,0
20240810,2024-08-10,2024,3,8,August,10,Saturday,1
20240811,2024-08-11,2024,3,8,August,11,Sunday,1
20240812,2024-08-12,2024,3,8,August,12,Monday,0
20240813,2024-08-13,2024,3,8,August,13,Tuesday,0
20240814,2024-08-14,2024,3,8,August,14,Wednesday,0
20240815,2024-08-15,2024,3,8,August,15,Thursday,0
20240816,2024-08-16,2024,3,8,August,16,Friday,0
20240817,2024-08-17,2024,3,8,August,17,Saturday,1
20240818,2024-08-18,2024,3,8,August,18,Sunday,1
20240819,2024-08-19,2024,3,8,August,19,Monday,0
20240820,2024-08-20,2024,3,8,August,20,Tuesday,0
20240821,2024-08-21,2024,3,8,August,21,Wednesday,0
20240822,2024-08-22,2024,3,8,August,22,Thursday,0
20240823,2024-08-23,2024,3,8,August,23,Friday,0
20240824,2024-08-24,2024,3,8,August,24,Saturday,1
20240825,2024-08-25,2024,3,8,August,25,Sunday,1
20240826,2024-08-26,2024,3,8,August,26,Monday,0
20240827,2024-08-27,2024,3,8,August,27,Tuesday,0
20240828,2024-08-28,2024,3,8,August,28,Wednesday,0
20240829,2024-08-29,2024,3,8,August,29,Thursday,0
20240830,2024-08-30,2024,3,8,August,30,Friday,0
20240831,2024-08-31,2024,3,8,August,31,Saturday,1
20240901,2024-09-01,2024,3,9,September,1,Sunday,1
20240902,2024-09-02,2024,3,9,September,2,Monday,0
20240903,2024-09-03,2024,3,9,September,3,Tuesday,0
20240904,2024-09-04,2024,3,9,September,4,Wednesday,0
20240905,2024-09-05,2024,3,9,September,5,Thursday,0
20240906,2024-09-06,2024,3,9,September,6,Friday,0
20240907,2024-09-07,2024,3,9,September,7,Saturday,1
20240908,2024-09-08,2024,3,9,September,8,Sunday,1
20240909,2024-09-09,2024,3,9,September,9,Monday,0
20240910,2024-09-10,2024,3,9,September,10,Tuesday,0
20240911,2024-09-11,2024,3,9,September,11,Wednesday,0
20240912,2024-09-12,2024,3,9,September,12,Thursday,0
20240913,2024-09-13,2024,3,9,September,13,Friday,0
20240914,2024-09-14,2024,3,9,September,14,Saturday,1
20240915,2024-09-15,2024,3,9,September,15,Sunday,1
20240916,2024-09-16,2024,3,9,September,16,Monday,0
20240917,2024-09-17,2024,3,9,September,17,Tuesday,0
20240918,2024-09-18,2024,3,9,September,18,Wednesday,0
20240919,2024-09-19,2024,3,9,September,19,Thursday,0
20240920,2024-09-20,2024,3,9,September,20,Friday,0
20240921,2024-09-21,2024,3,9,September,21,Saturday,1
20240922,2024-09-22,2024,3,9,September,22,Sunday,1
20240923,2024-09-23,2024,3,9,September,23,Monday,0
20240924,2024-09-24,2024,3,9,September,24,Tuesday,0
20240925,2024-09-25,2024,3,9,September,25,Wednesday,0
20240926,2024-09-26,2024,3,9,September,26,Thursday,0
20240927,2024-09-27,2024,3,9,September,27,Friday,0
20240928,2024-09-28,2024,3,9,September,28,Saturday,1
20240929,2024-09-29,2024,3,9,September,29,Sunday,1
20240930,2024-09-30,2024,3,9,September,30,Monday,0
20241001,2024-10-01,2024,4,10,October,1,Tuesday,0
20241002,2024-10-02,2024,4,10,October,2,Wednesday,0
20241003,2024-10-03,2024,4,10,October,3,Thursday,0
20241004,2024-10-04,2024,4,10,October,4,Friday,0
20241005,2024-10-05,2024,4,10,October,5,Saturday,1
20241006,2024-10-06,2024,4,10,October,6,Sunday,1
20241007,2024-10-07,2024,4,10,October,7,Monday,0
20241008,2024-10-08,2024,4,10,October,8,Tuesday,0
20241009,2024-10-09,2024,4,10,October,9,Wednesday,0
20241010,2024-10-10,2024,4,10,October,10,Thursday,0
20241011,2024-10-11,2024,4,10,October,11,Friday,0
20241012,2024-10-12,2024,4,10,October,12,Saturday,1
20241013,2024-10-13,2024,4,10,October,13,Sunday,1
20241014,2024-10-14,2024,4,10,October,14,Monday,0
20241015,2024-10-15,2024,4,10,October,15,Tuesday,0
20241016,2024-10-16,2024,4,10,October,16,Wednesday,0
20241017,2024-10-17,2024,4,10,October,17,Thursday,0
20241018,2024-10-18,2024,4,10,October,18,Friday,0
20241019,2024-10-19,2024,4,10,October,19,Saturday,1
20241020,2024-10-20,2024,4,10,October,20,Sunday,1
20241021,2024-10-21,2024,4,10,October,21,Monday,0
20241022,2024-10-22,2024,4,10,October,22,Tuesday,0
20241023,2024-10-23,2024,4,10,October,23,Wednesday,0
20241024,2024-10-24,2024,4,10,October,24,Thursday,0
20241025,2024-10-25,2024,4,10,October,25,Friday,0
20241026,2024-10-26,2024,4,10,October,26,Saturday,1
20241027,2024-10-27,2024,4,10,October,27,Sunday,1
20241028,2024-10-28,2024,4,10,October,28,Monday,0
20241029,2024-10-29,2024,4,10,October,29,Tuesday,0
20241030,2024-10-30,2024,4,10,October,30,Wednesday,0
20241031,2024-10-31,2024,4,10,October,31,Thursday,0
20241101,2024-11-01,2024,4,11,November,1,Friday,0
20241102,2024-11-02,2024,4,11,November,2,Saturday,1
20241103,2024-11-03,2024,4,11,November,3,Sunday,1
20241104,2024-11-04,2024,4,11,November,4,Monday,0
20241105,2024-11-05,2024,4,11,November,5,Tuesday,0
20241106,2024-11-06,2024,4,11,November,6,Wednesday,0
20241107,2024-11-07,2024,4,11,November,7,Thursday,0
20241108,2024-11-08,2024,4,11,November,8,Friday,0
20241109,2024-11-09,2024,4,11,November,9,Saturday,1
20241110,2024-11-10,2024,4,11,November,10,Sunday,1
20241111,2024-11-11,2024,4,11,November,11,Monday,0
20241112,2024-11-12,2024,4,11,November,12,Tuesday,0
20241113,2024-11-13,2024,4,11,November,13,Wednesday,0
20241114,2024-11-14,2024,4,11,November,14,Thursday,0
20241115,2024-11-15,2024,4,11,November,15,Friday,0
20241116,2024-11-16,2024,4,11,November,16,Saturday,1
20241117,2024-11-17,2024,4,11,November,17,Sunday,1
20241118,2024-11-18,2024,4,11,November,18,Monday,0
20241119,2024-11-19,2024,4,11,November,19,Tuesday,0
20241120,2024-11-20,2024,4,11,November,20,Wednesday,0
20241121,2024-11-21,2024,4,11,November,21,Thursday,0
20241122,2024-11-22,2024,4,11,November,22,Friday,0
20241123,2024-11-23,2024,4,11,November,23,Saturday,1
20241124,2024-11-24,2024,4,11,November,24,Sunday,1
20241125,2024-11-25,2024,4,11,November,25,Monday,0
20241126,2024-11-26,2024,4,11,November,26,Tuesday,0
20241127,2024-11-27,2024,4,11,November,27,Wednesday,0
20241128,2024-11-28,2024,4,11,November,28,Thursday,0
20241129,2024-11-29,2024,4,11,November,29,Friday,0
20241130,2024-11-30,2024,4,11,November,30,Saturday,1
20241201,2024-12-01,2024,4,12,December,1,Sunday,1
20241202,2024-12-02,2024,4,12,December,2,Monday,0
20241203,2024-12-03,2024,4,12,December,3,Tuesday,0
20241204,2024-12-04,2024,4,12,December,4,Wednesday,0
20241205,2024-12-05,2024,4,12,December,5,Thursday,0
20241206,2024-12-06,2024,4,12,December,6,Friday,0
20241207,2024-12-07,2024,4,12,December,7,Saturday,1
20241208,2024-12-08,2024,4,12,December,8,Sunday,1
20241209,2024-12-09,2024,4,12,December,9,Monday,0
20241210,2024-12-10,2024,4,12,December,10,Tuesday,0
20241211,2024-12-11,2024,4,12,December,11,Wednesday,0
20241212,2024-12-12,2024,4,12,December,12,Thursday,0
20241213,2024-12-13,2024,4,12,December,13,Friday,0
20241214,2024-12-14,2024,4,12,December,14,Saturday,1
20241215,2024-12-15,2024,4,12,December,15,Sunday,1
20241216,2024-12-16,2024,4,12,December,16,Monday,0
20241217,2024-12-17,2024,4,12,December,17,Tuesday,0
20241218,2024-12-18,2024,4,12,December,18,Wednesday,0
20241219,2024-12-19,2024,4,12,December,19,Thursday,0
20241220,2024-12-20,2024,4,12,December,20,Friday,0
20241221,2024-12-21,2024,4,12,December,21,Saturday,1
20241222,2024-12-22,2024,4,12,December,22,Sunday,1
20241223,2024-12-23,2024,4,12,December,23,Monday,0
20241224,2024-12-24,2024,4,12,December,24,Tuesday,0
20241225,2024-12-25,2024,4,12,December,25,Wednesday,0
20241226,2024-12-26,2024,4,12,December,26,Thursday,0
20241227,2024-12-27,2024,4,12,December,27,Friday,0
20241228,2024-12-28,2024,4,12,December,28,Saturday,1
20241229,2024-12-29,2024,4,12,December,29,Sunday,1
20241230,2024-12-30,2024,4,12,December,30,Monday,0
20241231,2024-12-31,2024,4,12,December,31,Tuesday,0
