sale_id,customer_id,product_id,date_id,region_id,quantity,unit_price,discount_pct
240,489,1016,20241212,3,1,1972.0,15
241,385,1013,20240228,1,3,459.56,0
242,21,1049,20240706,4,2,1981.83,15
243,343,1004,20240225,2,3,11903.24,0
244,490,1035,20240107,5,2,5599.95,0
245,233,1043,20240611,5,2,2084.94,0
246,383,1036,20240429,1,1,1604.81,10
247,252,1014,20241128,1,2,2337.2,20
248,318,1043,20240611,1,1,3411.9,0
249,360,1006,20241019,1,2,4723.83,10
250,51,1026,20240203,1,4,3606.4,5
251,397,1032,20240429,3,3,8644.01,0
252,245,1017,20240825,4,2,2658.81,10
253,432,1029,20240131,1,2,4426.28,0
254,37,1037,20241006,3,1,8730.83,0
255,374,1009,20240131,4,1,17111.53,0
256,260,1040,20240822,5,3,1253.08,0
257,375,1038,20240628,4,2,7256.98,0
258,343,1038,20240910,5,1,12445.68,5
259,205,1020,20240904,2,5,3867.82,0
260,256,1041,20240510,1,4,3464.35,10
261,112,1043,20240404,4,3,514.87,0
262,189,1049,20241122,1,2,2690.76,0
263,90,1042,20240825,2,4,3588.21,0
264,129,1007,20241101,2,2,31769.93,0
265,148,1023,20241118,2,1,423.42,0
266,44,1018,20240424,1,1,680.67,10
267,196,1037,20240221,1,2,4122.01,10
268,316,1048,20241207,5,3,1525.16,10
269,71,1024,20240605,3,2,5317.74,15
270,115,1032,20241221,5,1,678.79,0
271,428,1018,20240911,4,3,2777.18,0
272,87,1014,20240502,2,1,4906.23,0
273,66,1047,20240618,4,3,2435.15,20
274,388,1010,20241230,4,4,10726.04,0
275,264,1023,20240309,4,2,1720.86,5
276,287,1034,20240315,1,5,12517.49,15
277,305,1025,20240623,4,1,3868.53,0
278,111,1048,20240808,1,2,3493.6,0
279,226,1047,20240406,2,2,2145.37,5
280,237,1008,20240621,1,3,12129.23,5
281,55,1006,20240204,2,3,6699.37,10
282,184,1002,20240426,1,1,21682.47,15
283,130,1019,20240614,5,1,309.03,0
284,166,1030,20240822,5,5,4553.68,0
285,92,1020,20240222,3,1,2937.33,10
286,342,1034,20240102,3,1,8460.82,10
287,337,1050,20240429,3,5,3715.57,10
288,130,1017,20240112,2,1,465.28,5
289,156,1033,20240120,3,3,1995.28,0
290,444,1006,20240521,5,2,25169.21,0
291,102,1024,20240316,3,1,1799.69,0
292,11,1043,20240822,4,1,3075.35,0
293,70,1018,20240727,3,2,7029.72,20
294,41,1019,20240906,5,2,6472.33,15
295,98,1014,20240321,5,2,3401.99,10
296,167,1002,20240707,4,1,19523.64,5
297,96,1039,20241107,5,3,5164.94,20
298,89,1039,20240126,2,2,6546.95,0
299,398,1038,20240801,5,1,8563.23,0
300,341,1001,20240816,4,3,16476.32,0
301,158,1027,20240608,1,2,4848.32,0
302,34,1009,20240202,3,3,20416.64,10
303,167,1011,20240209,1,1,1750.52,20
304,54,1001,20240525,2,3,18856.61,0
305,52,1012,20241124,3,2,4386.71,0
306,291,1023,20240615,5,1,2677.54,0
307,188,1035,20240202,4,3,4452.63,10
308,67,1010,20240204,2,1,18088.43,20
309,182,1050,20240113,4,2,3350.3,10
310,475,1030,20240813,4,1,5236.77,0
311,451,1044,20240920,5,1,1565.29,0
312,68,1027,20240314,4,1,4158.71,0
313,26,1030,20240509,4,1,4116.97,10
314,209,1031,20240911,3,2,10172.0,0
315,339,1044,20240716,4,1,2881.65,25
316,31,1031,20240201,2,2,8554.35,15
317,214,1036,20240901,3,1,575.62,15
318,113,1038,20240721,4,1,5556.92,5
319,128,1024,20240225,2,1,2751.24,10
320,263,1016,20240322,4,2,6995.66,20
321,79,1044,20241123,4,4,1330.19,0
322,450,1036,20240818,2,3,11942.49,10
323,142,1004,20241026,2,1,13076.43,0
324,135,1027,20240714,4,2,4604.68,20
325,63,1010,20241008,2,1,17207.47,10
326,164,1007,20240913,1,1,23529.01,0
327,480,1022,20241123,5,2,1333.89,10
328,150,1035,20241211,5,2,4989.52,10
329,17,1043,20241201,1,1,1069.46,15
330,265,1028,20240901,1,1,478.73,5
331,95,1015,20240113,5,1,5649.81,0
332,481,1027,20240412,5,1,2179.7,10
333,187,1001,20240111,1,1,3854.72,5
334,18,1033,20240516,1,2,1535.7,0
335,99,1050,20241214,5,1,445.37,15
336,68,1050,20240407,1,2,1728.69,0
337,466,1036,20240212,2,1,5803.51,5
338,21,1038,20241016,5,2,12596.43,5
339,117,1006,20240430,3,1,7834.67,0
340,23,1020,20241029,1,1,5375.55,20
341,64,1050,20240603,2,4,1418.44,0
342,18,1049,20240203,4,1,2219.95,0
343,116,1033,20240503,4,4,8698.1,5
344,448,1025,20240713,4,2,2589.97,5
345,235,1024,20241222,1,1,946.89,0
346,368,1005,20240830,1,1,24886.92,20
347,59,1031,20240503,4,1,5154.83,20
348,93,1046,20240124,2,3,3057.4,5
349,152,1033,20241204,2,4,2344.33,0
350,433,1020,20240707,4,1,6945.75,10
351,215,1050,20240514,1,3,985.41,0
352,463,1038,20241101,1,3,11085.47,20
353,270,1022,20240319,4,3,398.49,20
354,209,1015,20240602,2,4,1372.94,0
355,434,1028,20240923,5,1,835.44,0
356,235,1017,20240905,3,2,2549.69,0
357,439,1040,20240924,5,1,9342.49,0
358,217,1044,20240709,2,3,1166.14,0
359,299,1041,20240425,1,5,2338.72,5
360,196,1012,20240217,3,1,2123.32,15
361,347,1042,20241002,5,1,3045.5,0
362,477,1011,20240919,2,1,1645.69,15
363,385,1015,20240127,5,1,5057.58,0
364,295,1034,20241113,1,2,9716.69,20
365,400,1016,20240222,2,3,8577.17,5
366,324,1047,20241226,1,4,357.53,0
367,354,1029,20240829,3,2,2362.53,0
368,405,1020,20240506,5,1,1557.47,15
369,77,1045,20240928,2,1,2871.39,10
370,322,1038,20241114,2,1,223.45,0
371,177,1022,20241115,2,2,1626.67,0
372,81,1001,20240811,2,1,22111.27,5
373,354,1047,20240208,2,1,243.43,0
374,197,1003,20240619,3,3,11952.88,20
375,20,1004,20240809,1,3,11898.49,0
376,313,1016,20240623,2,1,5644.03,0
377,463,1020,20241027,3,1,6369.86,0
378,232,1013,20241010,4,4,6057.69,20
379,316,1050,20240623,4,1,3128.91,0
380,385,1039,20240802,3,4,2700.38,0
381,355,1009,20240419,2,2,20971.04,20
382,76,1003,20241127,5,3,32081.78,15
383,293,1016,20240912,1,1,5064.25,15
384,176,1022,20241201,2,3,3639.73,0
385,194,1045,20240611,4,1,2017.93,0
386,377,1048,20240622,1,2,1140.05,20
387,340,1043,20240926,5,1,3265.4,5
388,314,1040,20240521,1,1,8715.38,5
389,173,1013,20241209,1,2,7877.41,10
390,68,1018,20240323,5,3,3782.92,0
391,370,1046,20240728,1,1,2282.73,0
392,224,1021,20240310,2,3,1320.96,0
393,89,1019,20241110,4,2,5421.38,0
394,254,1006,20240203,3,1,18199.33,0
395,438,1017,20241208,1,2,2016.55,10
396,164,1013,20240815,5,2,3058.56,0
397,187,1020,20240520,2,1,8159.38,10
398,52,1008,20240107,1,2,8750.08,0
399,40,1025,20241003,5,1,3009.82,20
400,388,1008,20240914,3,1,8649.56,0
401,289,1034,20241224,1,1,578.57,15
402,364,1004,20240207,3,4,3650.71,0
403,35,1016,20240718,5,3,7484.12,0
404,447,1027,20240704,4,3,2904.3,5
405,253,1040,20240328,2,2,10565.03,0
406,268,1020,20240504,2,1,5162.19,0
407,264,1001,20241130,1,1,1968.3,20
408,189,1034,20240921,4,1,13491.85,0
409,50,1013,20240202,5,2,5534.15,15
410,422,1004,20240109,1,2,16638.27,0
411,218,1015,20240513,4,1,4173.7,15
412,142,1011,20240430,1,3,7233.17,10
413,141,1007,20240712,3,1,6107.56,10
414,424,1050,20241207,3,3,1087.4,0
415,486,1035,20241108,5,2,798.13,0
416,24,1004,20240712,5,1,7593.06,20
417,183,1013,20241212,5,1,1448.19,10
418,447,1010,20241001,3,1,19427.86,0
419,204,1026,20241002,3,2,4728.5,20
420,451,1031,20241014,5,3,3208.42,0
421,126,1045,20240212,3,2,3374.0,0
422,20,1048,20240831,3,2,564.33,0
423,287,1020,20240421,4,1,1260.7,20
424,237,1022,20240615,1,4,3987.17,5
425,464,1047,20241231,1,2,1942.19,0
426,267,1002,20240619,2,3,12905.28,10
427,235,1020,20240318,2,2,2822.62,0
428,296,1013,20240421,2,3,1362.44,0
429,127,1042,20240113,3,2,258.13,0
430,485,1001,20240917,3,2,23809.38,0
431,360,1016,20240514,3,2,6053.11,15
432,77,1014,20240324,1,2,5766.37,0
433,63,1004,20240307,4,2,5275.53,0
434,83,1014,20240507,2,2,2042.29,15
435,295,1039,20241012,2,2,1168.67,0
436,127,1036,20241009,1,2,9320.44,0
437,487,1019,20240226,2,4,6800.3,5
438,111,1025,20240307,4,1,3886.99,0
439,110,1029,20240729,5,3,686.53,0
440,336,1036,20240525,1,1,4974.9,0
441,154,1016,20241013,4,5,2263.84,5
442,259,1030,20240922,3,1,1370.12,5
443,459,1038,20241108,5,3,7082.17,0
444,222,1034,20241222,4,1,7605.2,0
445,62,1009,20240407,1,3,13333.24,10
446,395,1028,20241009,1,1,3190.74,0
447,6,1048,20240114,3,2,1969.86,10
448,362,1017,20240301,1,1,4061.9,0
449,375,1001,20240218,5,3,34009.36,15
450,228,1047,20240602,5,1,4372.6,0
451,10,1036,20241002,5,1,4247.94,0
452,497,1027,20241026,2,1,4060.26,0
453,312,1044,20240602,4,1,3726.29,10
454,313,1037,20240130,2,1,2465.5,0
455,214,1047,20241216,4,3,1810.38,0
456,40,1024,20240827,4,1,3375.92,15
457,56,1046,20241027,1,3,758.22,0
458,285,1010,20240109,2,1,2509.98,15
459,21,1017,20240314,1,2,2610.1,0
460,384,1004,20241020,1,3,25112.09,15
461,14,1012,20241221,4,4,1024.95,0
462,108,1021,20240612,1,1,3250.52,0
463,196,1023,20240416,5,4,1077.07,5
464,481,1023,20240123,1,2,4555.23,0
465,12,1041,20240930,3,1,2975.57,5
466,275,1005,20240821,1,3,29343.76,0
467,385,1037,20240501,4,1,8128.35,10
468,225,1033,20240801,5,1,373.8,0
469,237,1015,20240303,1,2,8686.04,5
470,20,1049,20240313,1,1,3480.94,5
471,257,1012,20240211,2,1,4779.55,0
472,257,1022,20240419,3,1,4608.79,0
473,459,1019,20240208,4,1,2537.77,0
474,129,1048,20240124,2,3,4349.74,0
475,161,1034,20240319,2,3,10643.86,0
476,57,1002,20241209,4,2,9846.68,5
477,375,1018,20240907,3,4,5830.7,0
478,226,1010,20241211,5,1,11702.58,0
479,211,1039,20241005,1,2,9368.85,0
480,187,1009,20240924,3,2,32712.02,5
481,134,1042,20241026,5,1,2538.03,5
482,443,1043,20240228,4,3,1389.22,0
483,260,1024,20241115,5,2,3500.84,5
484,232,1026,20240520,3,1,4427.04,0
485,147,1031,20240917,5,2,7410.56,0
486,393,1007,20240319,3,3,26576.63,0
487,106,1048,20241210,4,1,1506.83,0
488,319,1004,20240912,4,2,21699.45,5
489,159,1039,20240401,4,2,6679.25,10
490,251,1001,20241111,3,1,26590.54,15
491,88,1013,20240529,5,1,8108.08,25
492,358,1017,20241118,5,1,4551.39,20
493,47,1012,20241130,3,2,316.6,0
494,92,1042,20240625,2,1,342.78,0
495,362,1046,20240414,2,1,321.64,15
496,208,1042,20241121,5,2,401.39,10
497,93,1044,20240922,1,2,2334.48,20
498,157,1012,20241124,4,3,1134.26,0
499,392,1005,20240119,1,1,8380.1,20
500,162,1043,20240904,4,2,1368.8,5
501,100,1022,20240727,2,2,1899.52,20
502,152,1050,20241119,2,4,3624.99,0
503,2,1032,20240529,4,1,5073.25,5
504,451,1030,20241109,5,2,2799.41,0
505,437,1042,20240901,2,1,1798.36,0
506,124,1041,20240121,5,5,392.02,0
507,394,1027,20240719,5,3,221.0,15
508,274,1034,20240213,3,1,5662.07,0
509,408,1010,20241022,4,1,17583.1,10
510,92,1008,20240430,4,4,28111.21,0
511,259,1007,20240916,1,3,12347.63,0
512,369,1029,20240823,4,1,4781.69,0
513,461,1029,20241103,3,2,2219.79,0
514,464,1040,20240222,5,2,5862.25,0
515,239,1005,20240612,2,3,2707.59,0
516,89,1049,20240417,3,2,1267.27,0
517,217,1048,20240603,2,3,3087.82,0
518,192,1049,20240128,4,2,1258.86,0
519,125,1012,20240803,3,1,5676.28,0
520,263,1043,20240203,4,3,1014.95,0
521,443,1045,20240708,2,1,2307.88,0
522,423,1020,20240825,4,2,1826.46,10
523,362,1031,20240804,5,3,1051.54,25
524,420,1027,20240801,3,1,3594.92,0
525,130,1033,20240626,3,1,3185.47,5
526,68,1023,20240821,3,3,4221.6,0
527,313,1035,20240208,4,3,8827.33,0
528,289,1044,20240303,5,3,2326.03,0
529,479,1007,20240108,4,1,21135.32,0
530,182,1032,20241129,1,2,5860.35,5
531,457,1045,20240823,2,2,1427.56,10
532,443,1029,20240207,1,5,3524.24,0
533,268,1024,20240322,3,2,3710.97,0
534,370,1048,20241120,5,2,3331.65,5
535,34,1018,20240603,2,2,1705.21,5
536,113,1012,20240608,5,2,6577.12,0
537,378,1022,20240908,4,1,4833.19,0
538,359,1050,20240726,2,1,3282.8,0
539,463,1048,20241106,4,1,3295.27,25
540,316,1037,20241030,5,5,2058.43,0
541,75,1048,20241122,5,2,984.27,0
542,431,1045,20240822,2,2,2823.16,5
543,150,1043,20240810,2,3,4332.27,20
544,354,1036,20240615,1,2,8539.77,0
545,290,1013,20240804,4,3,1551.52,0
546,390,1015,20240715,5,2,3611.2,20
547,112,1007,20241117,3,3,15691.9,15
548,31,1012,20240406,5,1,6248.56,0
549,241,1047,20240720,3,1,2952.18,0
550,84,1047,20241205,5,1,2112.46,0
551,343,1010,20240531,4,5,1609.55,0
552,437,1027,20240331,4,2,3161.14,0
553,155,1029,20240322,3,3,3016.69,5
554,468,1029,20241222,3,2,1064.34,0
555,114,1038,20240925,3,1,9978.18,0
556,345,1032,20240816,2,3,12087.01,15
557,408,1044,20240901,3,1,544.04,0
558,423,1014,20240901,3,2,8155.83,5
559,479,1013,20240515,3,4,333.39,15
560,202,1046,20240324,4,1,2890.98,15
561,342,1008,20240919,2,2,22866.61,0
562,209,1043,20240325,5,3,894.06,0
563,444,1010,20241125,1,1,12447.37,15
564,192,1003,20240620,1,1,26126.65,0
565,168,1024,20240614,2,2,4272.39,10
566,252,1023,20240414,4,1,1201.02,10
567,201,1023,20240815,3,1,1516.38,0
568,462,1025,20240130,2,1,635.84,0
569,279,1050,20240207,4,1,1969.46,5
570,138,1010,20240812,3,1,33086.09,0
571,161,1036,20240402,4,1,8197.21,0
572,442,1024,20240122,4,3,2832.12,10
573,108,1006,20241213,3,2,23974.94,5
574,256,1016,20240124,1,3,6377.56,0
575,440,1021,20240726,2,3,3285.56,20
576,220,1017,20240801,3,1,7466.98,0
577,142,1043,20240402,1,1,921.74,0
578,144,1024,20240512,1,1,3447.56,0
579,397,1015,20241112,3,1,4760.38,0
580,51,1045,20240530,2,1,3029.49,5
581,177,1016,20241114,3,1,8757.25,0
582,94,1019,20240523,1,4,2822.68,0
583,68,1026,20240227,5,2,942.67,15
584,273,1031,20240428,4,2,2225.21,0
585,346,1013,20240323,3,3,5480.91,0
586,86,1024,20241003,3,3,946.83,20
587,248,1033,20240323,2,5,6010.49,5
588,330,1009,20240630,2,2,18685.59,0
589,132,1030,20241026,4,2,2055.17,0
590,403,1034,20240101,1,2,12000.3,0
591,495,1003,20241217,2,2,24082.77,0
592,325,1030,20241215,5,1,3351.18,0
593,242,1002,20240510,1,3,17369.27,15
594,180,1026,20240520,1,3,1621.71,10
595,382,1044,20240607,5,4,1346.22,5
596,356,1015,20241208,1,5,1524.33,0
597,205,1014,20241202,3,3,6393.81,0
598,142,1013,20240323,3,1,7761.3,0
599,22,1033,20240728,5,3,7923.43,0
600,392,1041,20241108,1,1,525.82,0
601,343,1009,20240504,4,3,33628.03,0
602,261,1012,20240718,5,3,764.91,5
603,474,1035,20240501,4,2,596.16,5
604,295,1014,20241005,5,3,4696.98,0
605,122,1025,20241111,5,1,1486.49,0
606,10,1041,20240107,4,2,281.05,0
607,149,1031,20241110,1,2,5291.37,0
608,188,1017,20241025,3,1,2976.77,0
609,360,1014,20240630,4,2,682.13,5
610,18,1013,20240325,2,2,2226.96,15
611,77,1032,20240209,5,4,6088.05,5
612,190,1030,20241201,4,1,955.25,0
613,164,1047,20240605,4,3,228.95,10
614,223,1047,20241230,2,4,4607.58,0
615,270,1037,20240214,1,1,3734.51,15
616,93,1048,20240514,4,4,1541.32,0
617,212,1018,20240307,4,3,2388.54,0
618,329,1033,20240817,3,1,1499.0,10
619,95,1012,20241213,2,3,1307.14,20
620,181,1030,20240108,5,3,2093.29,0
621,460,1030,20240527,4,3,774.36,5
622,362,1001,20240113,3,2,10000.21,0
623,137,1015,20240523,5,2,1511.71,0
624,279,1024,20240625,5,1,2958.84,0
625,24,1036,20240712,2,3,11845.32,0
626,186,1004,20240217,4,2,14837.05,0
627,325,1009,20240116,4,2,26776.41,10
628,9,1035,20240501,1,3,8094.81,10
629,275,1047,20240507,3,5,3211.08,0
630,20,1016,20240106,2,3,1855.18,0
631,178,1049,20240328,4,4,2449.7,25
632,143,1048,20241219,1,2,2512.33,5
633,22,1008,20240414,4,4,9526.39,15
634,295,1025,20240706,3,2,3404.41,5
635,407,1028,20240510,2,2,3022.07,0
636,212,1003,20240524,1,3,25872.21,0
